image,label,step
Train_Data/Fire/F_762.jpg,1,train
Train_Data/Fire/F_1955.jpg,1,train
Train_Data/Fire/F_1202.jpg,1,train
Train_Data/Fire/F_660.jpg,1,train
Train_Data/Fire/F_147.jpg,1,train
Train_Data/Fire/F_2313.jpg,1,train
Train_Data/Fire/F_621.jpg,1,train
Train_Data/Fire/F_2137.jpg,1,train
Train_Data/Fire/F_2303.jpg,1,train
Train_Data/Fire/F_2241.jpg,1,train
Train_Data/Fire/F_1537.jpg,1,train
Train_Data/Fire/F_152.jpg,1,train
Train_Data/Fire/F_520.jpg,1,train
Train_Data/Fire/F_2266.jpg,1,train
Train_Data/Fire/F_2460.jpg,1,train
Train_Data/Fire/F_1630.jpg,1,train
Train_Data/Fire/F_1438.jpg,1,train
Train_Data/Fire/F_1931.jpg,1,train
Train_Data/Fire/F_2284.jpg,1,train
Train_Data/Fire/F_2441.jpg,1,train
Train_Data/Fire/F_1423.jpg,1,train
Train_Data/Fire/F_1103.jpg,1,train
Train_Data/Fire/F_62.jpg,1,train
Train_Data/Fire/F_1064.jpg,1,train
Train_Data/Fire/F_1392.jpg,1,train
Train_Data/Fire/F_826.jpg,1,train
Train_Data/Fire/F_2118.jpg,1,train
Train_Data/Fire/F_1924.jpg,1,train
Train_Data/Fire/F_1258.jpg,1,train
Train_Data/Fire/F_1325.jpg,1,train
Train_Data/Fire/F_984.jpg,1,train
Train_Data/Fire/F_2416.jpg,1,train
Train_Data/Fire/F_2079.jpg,1,train
Train_Data/Fire/F_142.jpg,1,train
Train_Data/Fire/F_133.jpg,1,train
Train_Data/Fire/F_484.jpg,1,train
Train_Data/Fire/F_1663.jpg,1,train
Train_Data/Fire/F_1570.jpg,1,train
Train_Data/Fire/F_1215.jpg,1,train
Train_Data/Fire/F_2262.jpg,1,train
Train_Data/Fire/F_2007.jpg,1,train
Train_Data/Fire/F_888.jpg,1,train
Train_Data/Fire/F_2106.jpg,1,train
Train_Data/Fire/F_908.jpg,1,train
Train_Data/Fire/F_1510.jpg,1,train
Train_Data/Fire/F_1638.jpg,1,train
Train_Data/Fire/F_2236.jpg,1,train
Train_Data/Fire/F_1921.jpg,1,train
Train_Data/Fire/F_781.jpg,1,train
Train_Data/Fire/F_954.jpg,1,train
Train_Data/Fire/F_1397.jpg,1,train
Train_Data/Fire/F_1503.jpg,1,train
Train_Data/Fire/F_580.jpg,1,train
Train_Data/Fire/F_1356.jpg,1,train
Train_Data/Fire/F_5.jpg,1,train
Train_Data/Fire/F_2396.jpg,1,train
Train_Data/Fire/F_2326.jpg,1,train
Train_Data/Fire/F_466.jpg,1,train
Train_Data/Fire/F_1081.jpg,1,train
Train_Data/Fire/F_287.jpg,1,train
Train_Data/Fire/F_97.jpg,1,train
Train_Data/Fire/F_1611.jpg,1,train
Train_Data/Fire/F_884.jpg,1,train
Train_Data/Fire/F_275.jpg,1,train
Train_Data/Fire/F_325.jpg,1,train
Train_Data/Fire/F_517.jpg,1,train
Train_Data/Fire/F_1853.jpg,1,train
Train_Data/Fire/F_1216.jpg,1,train
Train_Data/Fire/F_2225.jpg,1,train
Train_Data/Fire/F_602.jpg,1,train
Train_Data/Fire/F_2244.jpg,1,train
Train_Data/Fire/F_342.jpg,1,train
Train_Data/Fire/F_1095.jpg,1,train
Train_Data/Fire/F_836.jpg,1,train
Train_Data/Fire/F_1148.jpg,1,train
Train_Data/Fire/F_968.jpg,1,train
Train_Data/Fire/F_1859.jpg,1,train
Train_Data/Fire/F_1118.jpg,1,train
Train_Data/Fire/F_169.jpg,1,train
Train_Data/Fire/F_643.jpg,1,train
Train_Data/Fire/F_1319.jpg,1,train
Train_Data/Fire/F_1512.jpg,1,train
Train_Data/Fire/F_958.jpg,1,train
Train_Data/Fire/F_474.jpg,1,train
Train_Data/Fire/F_2148.jpg,1,train
Train_Data/Fire/F_2026.jpg,1,train
Train_Data/Fire/F_1778.jpg,1,train
Train_Data/Fire/F_1977.jpg,1,train
Train_Data/Fire/F_1548.jpg,1,train
Train_Data/Fire/F_259.jpg,1,train
Train_Data/Fire/F_1181.jpg,1,train
Train_Data/Fire/F_73.jpg,1,train
Train_Data/Fire/F_1530.jpg,1,train
Train_Data/Fire/F_2314.jpg,1,train
Train_Data/Fire/F_772.jpg,1,train
Train_Data/Fire/F_1602.jpg,1,train
Train_Data/Fire/F_2163.jpg,1,train
Train_Data/Fire/F_316.jpg,1,train
Train_Data/Fire/F_219.jpg,1,train
Train_Data/Fire/F_272.jpg,1,train
Train_Data/Fire/F_2133.jpg,1,train
Train_Data/Fire/F_640.jpg,1,train
Train_Data/Fire/F_1746.jpg,1,train
Train_Data/Fire/F_1754.jpg,1,train
Train_Data/Fire/F_326.jpg,1,train
Train_Data/Fire/F_501.jpg,1,train
Train_Data/Fire/F_1580.jpg,1,train
Train_Data/Fire/F_813.jpg,1,train
Train_Data/Fire/F_1201.jpg,1,train
Train_Data/Fire/F_814.jpg,1,train
Train_Data/Fire/F_1795.jpg,1,train
Train_Data/Fire/F_2315.jpg,1,train
Train_Data/Fire/F_1440.jpg,1,train
Train_Data/Fire/F_124.jpg,1,train
Train_Data/Fire/F_1101.jpg,1,train
Train_Data/Fire/F_2095.jpg,1,train
Train_Data/Fire/F_2325.jpg,1,train
Train_Data/Fire/F_252.jpg,1,train
Train_Data/Fire/F_1196.jpg,1,train
Train_Data/Fire/F_1919.jpg,1,train
Train_Data/Fire/F_242.jpg,1,train
Train_Data/Fire/F_905.jpg,1,train
Train_Data/Fire/F_982.jpg,1,train
Train_Data/Fire/F_2321.jpg,1,train
Train_Data/Fire/F_1261.jpg,1,train
Train_Data/Fire/F_696.jpg,1,train
Train_Data/Fire/F_1905.jpg,1,train
Train_Data/Fire/F_135.jpg,1,train
Train_Data/Fire/F_2362.jpg,1,train
Train_Data/Fire/F_1108.jpg,1,train
Train_Data/Fire/F_1059.jpg,1,train
Train_Data/Fire/F_576.jpg,1,train
Train_Data/Fire/F_1601.jpg,1,train
Train_Data/Fire/F_258.jpg,1,train
Train_Data/Fire/F_447.jpg,1,train
Train_Data/Fire/F_738.jpg,1,train
Train_Data/Fire/F_2415.jpg,1,train
Train_Data/Fire/F_1203.jpg,1,train
Train_Data/Fire/F_1953.jpg,1,train
Train_Data/Fire/F_1531.jpg,1,train
Train_Data/Fire/F_2160.jpg,1,train
Train_Data/Fire/F_499.jpg,1,train
Train_Data/Fire/F_548.jpg,1,train
Train_Data/Fire/F_997.jpg,1,train
Train_Data/Fire/F_2374.jpg,1,train
Train_Data/Fire/F_1614.jpg,1,train
Train_Data/Fire/F_1879.jpg,1,train
Train_Data/Fire/F_1767.jpg,1,train
Train_Data/Fire/F_721.jpg,1,train
Train_Data/Fire/F_89.jpg,1,train
Train_Data/Fire/F_594.jpg,1,train
Train_Data/Fire/F_1199.jpg,1,train
Train_Data/Fire/F_2132.jpg,1,train
Train_Data/Fire/F_1865.jpg,1,train
Train_Data/Fire/F_92.jpg,1,train
Train_Data/Fire/F_639.jpg,1,train
Train_Data/Fire/F_1326.jpg,1,train
Train_Data/Fire/F_317.jpg,1,train
Train_Data/Fire/F_156.jpg,1,train
Train_Data/Fire/F_571.jpg,1,train
Train_Data/Fire/F_811.jpg,1,train
Train_Data/Fire/F_1900.jpg,1,train
Train_Data/Fire/F_1667.jpg,1,train
Train_Data/Fire/F_414.jpg,1,train
Train_Data/Fire/F_569.jpg,1,train
Train_Data/Fire/F_463.jpg,1,train
Train_Data/Fire/F_664.jpg,1,train
Train_Data/Fire/F_19.jpg,1,train
Train_Data/Fire/F_1139.jpg,1,train
Train_Data/Fire/F_544.jpg,1,train
Train_Data/Fire/F_746.jpg,1,train
Train_Data/Fire/F_1280.jpg,1,train
Train_Data/Fire/F_1271.jpg,1,train
Train_Data/Fire/F_1707.jpg,1,train
Train_Data/Fire/F_1692.jpg,1,train
Train_Data/Fire/F_1600.jpg,1,train
Train_Data/Fire/F_1966.jpg,1,train
Train_Data/Fire/F_15.jpg,1,train
Train_Data/Fire/F_18.jpg,1,train
Train_Data/Fire/F_1290.jpg,1,train
Train_Data/Fire/F_1264.jpg,1,train
Train_Data/Fire/F_956.jpg,1,train
Train_Data/Fire/F_1676.jpg,1,train
Train_Data/Fire/F_271.jpg,1,train
Train_Data/Fire/F_1437.jpg,1,train
Train_Data/Fire/F_47.jpg,1,train
Train_Data/Fire/F_1378.jpg,1,train
Train_Data/Fire/F_1086.jpg,1,train
Train_Data/Fire/F_103.jpg,1,train
Train_Data/Fire/F_1735.jpg,1,train
Train_Data/Fire/F_10.jpg,1,train
Train_Data/Fire/F_681.jpg,1,train
Train_Data/Fire/F_588.jpg,1,train
Train_Data/Fire/F_243.jpg,1,train
Train_Data/Fire/F_2112.jpg,1,train
Train_Data/Fire/F_605.jpg,1,train
Train_Data/Fire/F_894.jpg,1,train
Train_Data/Fire/F_2493.jpg,1,train
Train_Data/Fire/F_1365.jpg,1,train
Train_Data/Fire/F_384.jpg,1,train
Train_Data/Fire/F_1643.jpg,1,train
Train_Data/Fire/F_636.jpg,1,train
Train_Data/Fire/F_2475.jpg,1,train
Train_Data/Fire/F_2494.jpg,1,train
Train_Data/Fire/F_545.jpg,1,train
Train_Data/Fire/F_542.jpg,1,train
Train_Data/Fire/F_1211.jpg,1,train
Train_Data/Fire/F_387.jpg,1,train
Train_Data/Fire/F_1866.jpg,1,train
Train_Data/Fire/F_531.jpg,1,train
Train_Data/Fire/F_637.jpg,1,train
Train_Data/Fire/F_1665.jpg,1,train
Train_Data/Fire/F_209.jpg,1,train
Train_Data/Fire/F_2054.jpg,1,train
Train_Data/Fire/F_1394.jpg,1,train
Train_Data/Fire/F_1745.jpg,1,train
Train_Data/Fire/F_1877.jpg,1,train
Train_Data/Fire/F_407.jpg,1,train
Train_Data/Fire/F_776.jpg,1,train
Train_Data/Fire/F_308.jpg,1,train
Train_Data/Fire/F_1252.jpg,1,train
Train_Data/Fire/F_1709.jpg,1,train
Train_Data/Fire/F_1274.jpg,1,train
Train_Data/Fire/F_1801.jpg,1,train
Train_Data/Fire/F_195.jpg,1,train
Train_Data/Fire/F_25.jpg,1,train
Train_Data/Fire/F_1337.jpg,1,train
Train_Data/Fire/F_1467.jpg,1,train
Train_Data/Fire/F_969.jpg,1,train
Train_Data/Fire/F_840.jpg,1,train
Train_Data/Fire/F_1361.jpg,1,train
Train_Data/Fire/F_720.jpg,1,train
Train_Data/Fire/F_1362.jpg,1,train
Train_Data/Fire/F_269.jpg,1,train
Train_Data/Fire/F_128.jpg,1,train
Train_Data/Fire/F_2157.jpg,1,train
Train_Data/Fire/F_2057.jpg,1,train
Train_Data/Fire/F_1490.jpg,1,train
Train_Data/Fire/F_1033.jpg,1,train
Train_Data/Fire/F_2276.jpg,1,train
Train_Data/Fire/F_1800.jpg,1,train
Train_Data/Fire/F_1731.jpg,1,train
Train_Data/Fire/F_417.jpg,1,train
Train_Data/Fire/F_2444.jpg,1,train
Train_Data/Fire/F_1691.jpg,1,train
Train_Data/Fire/F_1680.jpg,1,train
Train_Data/Fire/F_2422.jpg,1,train
Train_Data/Fire/F_76.jpg,1,train
Train_Data/Fire/F_816.jpg,1,train
Train_Data/Fire/F_700.jpg,1,train
Train_Data/Fire/F_458.jpg,1,train
Train_Data/Fire/F_858.jpg,1,train
Train_Data/Fire/F_878.jpg,1,train
Train_Data/Fire/F_743.jpg,1,train
Train_Data/Fire/F_1367.jpg,1,train
Train_Data/Fire/F_1773.jpg,1,train
Train_Data/Fire/F_359.jpg,1,train
Train_Data/Fire/F_338.jpg,1,train
Train_Data/Fire/F_1255.jpg,1,train
Train_Data/Fire/F_963.jpg,1,train
Train_Data/Fire/F_1603.jpg,1,train
Train_Data/Fire/F_1247.jpg,1,train
Train_Data/Fire/F_665.jpg,1,train
Train_Data/Fire/F_1713.jpg,1,train
Train_Data/Fire/F_667.jpg,1,train
Train_Data/Fire/F_1747.jpg,1,train
Train_Data/Fire/F_2115.jpg,1,train
Train_Data/Fire/F_1583.jpg,1,train
Train_Data/Fire/F_1635.jpg,1,train
Train_Data/Fire/F_1998.jpg,1,train
Train_Data/Fire/F_1056.jpg,1,train
Train_Data/Fire/F_2324.jpg,1,train
Train_Data/Fire/F_1159.jpg,1,train
Train_Data/Fire/F_460.jpg,1,train
Train_Data/Fire/F_902.jpg,1,train
Train_Data/Fire/F_178.jpg,1,train
Train_Data/Fire/F_1275.jpg,1,train
Train_Data/Fire/F_2477.jpg,1,train
Train_Data/Fire/F_613.jpg,1,train
Train_Data/Fire/F_1899.jpg,1,train
Train_Data/Fire/F_653.jpg,1,train
Train_Data/Fire/F_1416.jpg,1,train
Train_Data/Fire/F_1728.jpg,1,train
Train_Data/Fire/F_213.jpg,1,train
Train_Data/Fire/F_311.jpg,1,train
Train_Data/Fire/F_2319.jpg,1,train
Train_Data/Fire/F_510.jpg,1,train
Train_Data/Fire/F_1890.jpg,1,train
Train_Data/Fire/F_1156.jpg,1,train
Train_Data/Fire/F_612.jpg,1,train
Train_Data/Fire/F_832.jpg,1,train
Train_Data/Fire/F_1053.jpg,1,train
Train_Data/Fire/F_1205.jpg,1,train
Train_Data/Fire/F_257.jpg,1,train
Train_Data/Fire/F_711.jpg,1,train
Train_Data/Fire/F_1526.jpg,1,train
Train_Data/Fire/F_2446.jpg,1,train
Train_Data/Fire/F_1824.jpg,1,train
Train_Data/Fire/F_2001.jpg,1,train
Train_Data/Fire/F_1198.jpg,1,train
Train_Data/Fire/F_179.jpg,1,train
Train_Data/Fire/F_532.jpg,1,train
Train_Data/Fire/F_2201.jpg,1,train
Train_Data/Fire/F_2156.jpg,1,train
Train_Data/Fire/F_2404.jpg,1,train
Train_Data/Fire/F_1454.jpg,1,train
Train_Data/Fire/F_1150.jpg,1,train
Train_Data/Fire/F_2371.jpg,1,train
Train_Data/Fire/F_1517.jpg,1,train
Train_Data/Fire/F_937.jpg,1,train
Train_Data/Fire/F_328.jpg,1,train
Train_Data/Fire/F_2158.jpg,1,train
Train_Data/Fire/F_278.jpg,1,train
Train_Data/Fire/F_122.jpg,1,train
Train_Data/Fire/F_1572.jpg,1,train
Train_Data/Fire/F_2283.jpg,1,train
Train_Data/Fire/F_2358.jpg,1,train
Train_Data/Fire/F_838.jpg,1,train
Train_Data/Fire/F_358.jpg,1,train
Train_Data/Fire/F_413.jpg,1,train
Train_Data/Fire/F_1666.jpg,1,train
Train_Data/Fire/F_805.jpg,1,train
Train_Data/Fire/F_2370.jpg,1,train
Train_Data/Fire/F_1119.jpg,1,train
Train_Data/Fire/F_2490.jpg,1,train
Train_Data/Fire/F_1546.jpg,1,train
Train_Data/Fire/F_1016.jpg,1,train
Train_Data/Fire/F_1012.jpg,1,train
Train_Data/Fire/F_1562.jpg,1,train
Train_Data/Fire/F_1417.jpg,1,train
Train_Data/Fire/F_1758.jpg,1,train
Train_Data/Fire/F_2299.jpg,1,train
Train_Data/Fire/F_1688.jpg,1,train
Train_Data/Fire/F_697.jpg,1,train
Train_Data/Fire/F_869.jpg,1,train
Train_Data/Fire/F_1249.jpg,1,train
Train_Data/Fire/F_1372.jpg,1,train
Train_Data/Fire/F_1436.jpg,1,train
Train_Data/Fire/F_313.jpg,1,train
Train_Data/Fire/F_1380.jpg,1,train
Train_Data/Fire/F_1065.jpg,1,train
Train_Data/Fire/F_465.jpg,1,train
Train_Data/Fire/F_244.jpg,1,train
Train_Data/Fire/F_1395.jpg,1,train
Train_Data/Fire/F_1429.jpg,1,train
Train_Data/Fire/F_786.jpg,1,train
Train_Data/Fire/F_2082.jpg,1,train
Train_Data/Fire/F_1048.jpg,1,train
Train_Data/Fire/F_78.jpg,1,train
Train_Data/Fire/F_64.jpg,1,train
Train_Data/Fire/F_1113.jpg,1,train
Train_Data/Fire/F_1058.jpg,1,train
Train_Data/Fire/F_1999.jpg,1,train
Train_Data/Fire/F_20.jpg,1,train
Train_Data/Fire/F_1991.jpg,1,train
Train_Data/Fire/F_1549.jpg,1,train
Train_Data/Fire/F_439.jpg,1,train
Train_Data/Fire/F_1067.jpg,1,train
Train_Data/Fire/F_2081.jpg,1,train
Train_Data/Fire/F_1039.jpg,1,train
Train_Data/Fire/F_1616.jpg,1,train
Train_Data/Fire/F_566.jpg,1,train
Train_Data/Fire/F_1843.jpg,1,train
Train_Data/Fire/F_742.jpg,1,train
Train_Data/Fire/F_1592.jpg,1,train
Train_Data/Fire/F_1102.jpg,1,train
Train_Data/Fire/F_2189.jpg,1,train
Train_Data/Fire/F_1687.jpg,1,train
Train_Data/Fire/F_469.jpg,1,train
Train_Data/Fire/F_1498.jpg,1,train
Train_Data/Fire/F_551.jpg,1,train
Train_Data/Fire/F_2405.jpg,1,train
Train_Data/Fire/F_1913.jpg,1,train
Train_Data/Fire/F_2389.jpg,1,train
Train_Data/Fire/F_967.jpg,1,train
Train_Data/Fire/F_1227.jpg,1,train
Train_Data/Fire/F_1100.jpg,1,train
Train_Data/Fire/F_1484.jpg,1,train
Train_Data/Fire/F_1307.jpg,1,train
Train_Data/Fire/F_1085.jpg,1,train
Train_Data/Fire/F_324.jpg,1,train
Train_Data/Fire/F_1647.jpg,1,train
Train_Data/Fire/F_1338.jpg,1,train
Train_Data/Fire/F_2066.jpg,1,train
Train_Data/Fire/F_2000.jpg,1,train
Train_Data/Fire/F_2336.jpg,1,train
Train_Data/Fire/F_360.jpg,1,train
Train_Data/Fire/F_791.jpg,1,train
Train_Data/Fire/F_1755.jpg,1,train
Train_Data/Fire/F_1291.jpg,1,train
Train_Data/Fire/F_1538.jpg,1,train
Train_Data/Fire/F_633.jpg,1,train
Train_Data/Fire/F_1633.jpg,1,train
Train_Data/Fire/F_14.jpg,1,train
Train_Data/Fire/F_307.jpg,1,train
Train_Data/Fire/F_361.jpg,1,train
Train_Data/Fire/F_1867.jpg,1,train
Train_Data/Fire/F_1141.jpg,1,train
Train_Data/Fire/F_713.jpg,1,train
Train_Data/Fire/F_265.jpg,1,train
Train_Data/Fire/F_936.jpg,1,train
Train_Data/Fire/F_1245.jpg,1,train
Train_Data/Fire/F_1690.jpg,1,train
Train_Data/Fire/F_680.jpg,1,train
Train_Data/Fire/F_972.jpg,1,train
Train_Data/Fire/F_2410.jpg,1,train
Train_Data/Fire/F_1874.jpg,1,train
Train_Data/Fire/F_1675.jpg,1,train
Train_Data/Fire/F_940.jpg,1,train
Train_Data/Fire/F_2466.jpg,1,train
Train_Data/Fire/F_1830.jpg,1,train
Train_Data/Fire/F_579.jpg,1,train
Train_Data/Fire/F_2265.jpg,1,train
Train_Data/Fire/F_2254.jpg,1,train
Train_Data/Fire/F_276.jpg,1,train
Train_Data/Fire/F_77.jpg,1,train
Train_Data/Fire/F_2037.jpg,1,train
Train_Data/Fire/F_1340.jpg,1,train
Train_Data/Fire/F_183.jpg,1,train
Train_Data/Fire/F_345.jpg,1,train
Train_Data/Fire/F_2126.jpg,1,train
Train_Data/Fire/F_1158.jpg,1,train
Train_Data/Fire/F_1887.jpg,1,train
Train_Data/Fire/F_403.jpg,1,train
Train_Data/Fire/F_1144.jpg,1,train
Train_Data/Fire/F_293.jpg,1,train
Train_Data/Fire/F_1186.jpg,1,train
Train_Data/Fire/F_1822.jpg,1,train
Train_Data/Fire/F_649.jpg,1,train
Train_Data/Fire/F_559.jpg,1,train
Train_Data/Fire/F_1837.jpg,1,train
Train_Data/Fire/F_1703.jpg,1,train
Train_Data/Fire/F_2207.jpg,1,train
Train_Data/Fire/F_1046.jpg,1,train
Train_Data/Fire/F_2005.jpg,1,train
Train_Data/Fire/F_945.jpg,1,train
Train_Data/Fire/F_1574.jpg,1,train
Train_Data/Fire/F_2185.jpg,1,train
Train_Data/Fire/F_1329.jpg,1,train
Train_Data/Fire/F_1579.jpg,1,train
Train_Data/Fire/F_845.jpg,1,train
Train_Data/Fire/F_74.jpg,1,train
Train_Data/Fire/F_1787.jpg,1,train
Train_Data/Fire/F_2251.jpg,1,train
Train_Data/Fire/F_101.jpg,1,train
Train_Data/Fire/F_232.jpg,1,train
Train_Data/Fire/F_1364.jpg,1,train
